imagen,nombre,precio_soles,precio_dolares,link,stock
https://www.infotec.com.pe/56148-home_default/procesador-intel-core-i5-10400f-29ghz-12mb-bx8070110400f-lga-1200.jpg,PROCESADOR INTEL CORE I5 10400F 2.9GHZ - 12MB (...,469.0,122.103618849258,https://www.infotec.com.pe/procesadores-intel/18157-procesador-intel-core-i5-10400f-29ghz-12mb-bx8070110400f-lga-1200-5032037187077.html,Disponible
https://www.infotec.com.pe/56568-home_default/procesador-intel-core-i3-10105-37-ghz-6mb-lga-1200-bx8070110105-.jpg,PROCESADOR INTEL CORE I3-10105 | 3.7 GHZ | 6MB | LGA 1200...,512.0,133.29862015100232,https://www.infotec.com.pe/partes-de-pc/20529-procesador-intel-core-i3-10105-37-ghz-6mb-lga-1200-bx8070110105--5032037214841.html,Disponible
https://www.infotec.com.pe/56604-home_default/procesador-intel-core-i3-9100-bx80684i39100-36ghz-60mb-lga-1151.jpg,PROCESADOR INTEL CORE I3 9100 (BX80684I39100) 3.6GHZ...,525.0,136.6831554282739,https://www.infotec.com.pe/procesadores/17364-procesador-intel-core-i3-9100-bx80684i39100-36ghz-60mb-lga-1151-5032037156264.html,Disponible
https://www.infotec.com.pe/70169-home_default/procesador-intel-core-i3-13100f-34ghz-12mb-bx8071513100f-lga-1700.jpg,PROCESADOR INTEL CORE I3-13100F 3.4GHZ-12MB (...,569.0,148.13850559750065,https://www.infotec.com.pe/lo-nuevo-en-infotec/23907-procesador-intel-core-i3-13100f-34ghz-12mb-bx8071513100f-lga-1700.html,Disponible
https://www.infotec.com.pe/55382-home_default/sistema-de-enfriamiento-liquido-evga-cl-360-rgb-intel-amd-400-hy-cl36-v1.jpg,SISTEMA DE ENFRIAMIENTO LIQUIDO  EVGA CL-360 RGB INTEL...,577.0,150.22129653736005,https://www.infotec.com.pe/enfriamiento-liquido/20296-sistema-de-enfriamiento-liquido-evga-cl-360-rgb-intel-amd-400-hy-cl36-v1-4250812433961.html,Disponible
https://www.infotec.com.pe/56588-home_default/procesador-intel-core-i5-11400f-26-ghz-12mb-cache-lga-1200-bx8070811400f.jpg,PROCESADOR INTEL CORE I5-11400F 2.6 GHZ 12MB CACHE LGA...,579.0,150.74199427232492,https://www.infotec.com.pe/procesadores-intel/19834-procesador-intel-core-i5-11400f-26-ghz-12mb-cache-lga-1200-bx8070811400f-5032037215534.html,Disponible
https://www.infotec.com.pe/59431-home_default/mainboard-asrock-b560m-steel-legend-lga1200-intel-4-ddr4-90-mxbfa0-a0uayz.jpg,MAINBOARD ASROCK B560M STEEL LEGEND LGA1200 INTEL 4 DDR4...,619.0,161.15594897162197,https://www.infotec.com.pe/mainboard-s-gamer/19897-mainboard-asrock-b560m-steel-legend-lga1200-intel-4-ddr4-90-mxbfa0-a0uayz-4710483934179.html,Disponible
https://www.infotec.com.pe/60545-home_default/procesador-intel-core-i3-12100-lga1700-bx8071512100.jpg,PROCESADOR INTEL CORE I3-12100 LGA1700 BX8071512100,619.0,161.15594897162197,https://www.infotec.com.pe/procesadores/22353-procesador-intel-core-i3-12100-lga1700-bx8071512100-5032037238458.html,Disponible
https://www.infotec.com.pe/69456-home_default/mini-pc-intel-nuc-celeron-j4025-boxnuc7cjyhn-ddr4.jpg,MINI PC INTEL NUC CELERON J4025 ( BOXNUC7CJYHN ) DDR4,629.0,163.75943764644623,https://www.infotec.com.pe/mini-pc/23393-mini-pc-intel-nuc-celeron-j4025-boxnuc7cjyhn-ddr4-5032037220644.html,Disponible
https://www.infotec.com.pe/65564-home_default/mini-pc-intel-nuc-celeron-n5105-bnuc11atkc40001-1-slot-m2-2-slot-dimm-ddr4.jpg,MINI PC INTEL NUC CELERON N5105 ( BNUC11ATKC40001 ) 1...,689.0,179.3803696953918,https://www.infotec.com.pe/intel/23059-mini-pc-intel-nuc-celeron-n5105-bnuc11atkc40001-1-slot-m2-2-slot-dimm-ddr4-5032037233675.html,Disponible
https://www.infotec.com.pe/42475-home_default/sistema-de-enfriamiento-liquido-msi-mag-coreliquid-360r-mag-coreliquid-360r-rgb.jpg,SISTEMA DE ENFRIAMIENTO LIQUIDO MSI MAG CORELIQUID 360R...,690.0,179.64071856287424,https://www.infotec.com.pe/enfriamiento-liquido/19020-sistema-de-enfriamiento-liquido-msi-mag-coreliquid-360r-mag-coreliquid-360r-rgb.html,Disponible
https://www.infotec.com.pe/57403-home_default/procesador-intel-core-i5-12400f-250ghz-18mb-bx8071512400f-lga-1700.jpg,PROCESADOR INTEL CORE I5 12400F 2.50GHZ-18MB (...,789.0,205.41525644363446,https://www.infotec.com.pe/procesadores-intel/21636-procesador-intel-core-i5-12400f-250ghz-18mb-bx8071512400f-lga-1700-5032037237758.html,Disponible
https://www.infotec.com.pe/56147-home_default/procesador-intel-core-i5-10400-bx8070110400-29ghz-12mb-lga-1200.jpg,PROCESADOR INTEL CORE I5 10400 ( BX8070110400) 2.9GHZ...,799.0,208.01874511845872,https://www.infotec.com.pe/procesadores/18156-procesador-intel-core-i5-10400-bx8070110400-29ghz-12mb-lga-1200-5032037187138.html,Disponible
https://www.infotec.com.pe/64685-home_default/case-thermaltake-core-p6-turquoise-ca-1v2-00mbwn-00-semi-torre-vidrio-templado-sin-fuente.jpg,CASE THERMALTAKE CORE P6 TURQUOISE ( CA-1V2-00MBWN-00 )...,838.0,218.17235095027337,https://www.infotec.com.pe/case-s-gamer/23022-case-thermaltake-core-p6-turquoise-ca-1v2-00mbwn-00-semi-torre-vidrio-templado-sin-fuente-4713227529617.html,Consultar
https://www.infotec.com.pe/56863-home_default/mainboard-gigabyte-b560m-aorus-pro-ax-intel.jpg,MAINBOARD GIGABYTE B560M AORUS PRO AX INTEL,849.0,221.03618849258004,https://www.infotec.com.pe/zona-gamer/20661-mainboard-gigabyte-b560m-aorus-pro-ax-intel-4719331815318.html,Consultar
https://www.infotec.com.pe/56866-home_default/mainboard-gigabyte-intel-z590-ud-ddr4.jpg,MAINBOARD GIGABYTE INTEL Z590 UD DDR4,859.0,223.6396771674043,https://www.infotec.com.pe/mainboard-gamer-gigabyte/20388-mainboard-gigabyte-intel-z590-ud-ddr4-4719331814816.html,Disponible
https://www.infotec.com.pe/56590-home_default/procesador-intel-core-i5-11400-26-ghz-12mb-cache-lga-1200-bx8070811400.jpg,PROCESADOR INTEL CORE I5-11400 2.6 GHZ 12MB CACHE LGA...,876.0,228.06560791460555,https://www.infotec.com.pe/procesadores/19833-procesador-intel-core-i5-11400-26-ghz-12mb-cache-lga-1200-bx8070811400-5032037214902.html,Consultar
https://www.infotec.com.pe/63348-home_default/mainboard-asus-prime-z590-p-intel.jpg,MAINBOARD ASUS PRIME Z590-P INTEL,887.0,230.92944545691225,https://www.infotec.com.pe/mainboard-gamer-asus/22921-mainboard-asus-prime-z590-p-intel.html,Disponible
https://www.infotec.com.pe/68444-home_default/laptop-asus-e510ma-br1095ws-intel-celeron-n4020-4gb-128gb-ssd-156-hd-windows-11.jpg,LAPTOP ASUS E510MA-BR1095WS INTEL CELERON N4020 4GB 128GB...,909.0,236.65712054152564,https://www.infotec.com.pe/laptops-y-notebooks/23609-laptop-asus-e510ma-br1095ws-intel-celeron-n4020-4gb-128gb-ssd-156-hd-windows-11.html,Consultar
https://www.infotec.com.pe/57620-home_default/procesador-intel-core-i5-11400-oem-26-ghz-lga-1200.jpg,PROCESADOR INTEL CORE I5-11400 OEM 2.6 GHZ LGA 1200,929.0,241.86409789117417,https://www.infotec.com.pe/procesadores-intel/20984-procesador-intel-core-i5-11400-oem-26-ghz-lga-1200.html,Disponible
https://www.infotec.com.pe/56564-home_default/procesador-intel-core-i5-12400-bx8071512400-250-ghz-18mb-lga-1700.jpg,PROCESADOR INTEL CORE I5 12400 BX8071512400  2.50 GHZ...,958.0,249.41421504816452,https://www.infotec.com.pe/procesadores-intel/21502-procesador-intel-core-i5-12400-bx8071512400-250-ghz-18mb-lga-1700-5032037237741.html,Disponible
https://www.infotec.com.pe/64353-home_default/laptop-chuwi-herobook-pro-intel-celeron-j3455-8gb-128gb-emmc-133-qhd-windows10.jpg,LAPTOP CHUWI HEROBOOK PRO + INTEL CELERON J3455 8GB 128GB...,999.0,260.088518614944,https://www.infotec.com.pe/infotec-recomienda/19973-laptop-chuwi-herobook-pro-intel-celeron-j3455-8gb-128gb-emmc-133-qhd-windows10.html,Disponible
https://www.infotec.com.pe/59437-home_default/mainboard-gigabyte-b560-aorus-pro-ax-intel-lga-1200.jpg,MAINBOARD GIGABYTE B560 AORUS PRO AX INTEL LGA 1200,1009.0,262.6920072897683,https://www.infotec.com.pe/mainboard-gamer-gigabyte/21431-mainboard-gigabyte-b560-aorus-pro-ax-intel-lga-1200-4719331816995.html,Disponible
https://www.infotec.com.pe/70177-home_default/procesador-intel-core-i5-13400f-25ghz-20mb-bx8071513400f-lga-1700.jpg,PROCESADOR INTEL CORE I5-13400F 2.5GHZ-20MB (...,1009.0,262.6920072897683,https://www.infotec.com.pe/procesadores/23906-procesador-intel-core-i5-13400f-25ghz-20mb-bx8071513400f-lga-1700.html,Disponible
https://www.infotec.com.pe/56592-home_default/procesador-intel-core-i7-10700f-bx8070110700f-29ghz-16mb.jpg,PROCESADOR INTEL CORE I7-10700F ( BX8070110700F ) 2.9GHZ...,1099.0,286.12340536318663,https://www.infotec.com.pe/procesadores-intel/19058-procesador-intel-core-i7-10700f-bx8070110700f-29ghz-16mb-5032037188760.html,Consultar
https://www.infotec.com.pe/58642-home_default/procesador-intel-core-i5-10600kf-41-ghz-lga-1200-bx8070110600kf.jpg,PROCESADOR INTEL CORE I5-10600KF 4.1 GHZ LGA 1200...,1103.0,287.1648008331164,https://www.infotec.com.pe/procesadores-intel/21556-procesador-intel-core-i5-10600kf-41-ghz-lga-1200-bx8070110600kf.html,Disponible
https://www.infotec.com.pe/70173-home_default/procesador-intel-core-i5-13400-25ghz-20mb-bx8071513400-lga-1700.jpg,PROCESADOR INTEL CORE I5-13400 2.5GHZ-20MB ( BX8071513400...,1139.0,296.5373600624837,https://www.infotec.com.pe/procesadores/23905-procesador-intel-core-i5-13400-25ghz-20mb-bx8071513400-lga-1700.html,Disponible
https://www.infotec.com.pe/60016-home_default/procesador-amd-ryzen-7-5700x-8-core-34ghz-am4-100-1000000926wof.jpg,PROCESADOR AMD RYZEN 7 5700X 8 CORE 3.4GHZ AM4...,1223.0,318.4066649310075,https://www.infotec.com.pe/procesadores/22285-procesador-amd-ryzen-7-5700x-8-core-34ghz-am4-100-1000000926wof.html,Disponible
https://www.infotec.com.pe/58638-home_default/procesador-intel-core-i7-11700f-25ghz-16mb-bx8070811700f-lga-1200.jpg,PROCESADOR INTEL CORE I7-11700F 2.5GHZ-16MB (...,1229.0,319.9687581359021,https://www.infotec.com.pe/procesadores/19835-procesador-intel-core-i7-11700f-25ghz-16mb-bx8070811700f-lga-1200-5032037215572.html,Disponible
https://www.infotec.com.pe/53551-home_default/all-in-one-hp-200-g8-intel-celeron-j4025-4gb-1tb-207-fhd-freedos-464a7lt.jpg,ALL IN ONE HP 200 G8 INTEL CELERON J4025 4GB 1TB 20.7 FHD...,1229.0,319.9687581359021,https://www.infotec.com.pe/venta-allinone-hp/21069-all-in-one-hp-200-g8-intel-celeron-j4025-4gb-1tb-207-fhd-freedos-464a7lt.html,Disponible
https://www.infotec.com.pe/67850-home_default/procesador-core-i5-11600k-bx8070811600k-390ghz-12mb-lga-1200.jpg,PROCESADOR CORE I5 11600K ( BX8070811600K ) 3.90GHZ-12MB...,1233.0,321.0101536058318,https://www.infotec.com.pe/procesadores/20460-procesador-core-i5-11600k-bx8070811600k-390ghz-12mb-lga-1200-5032037214926.html,Disponible
https://www.infotec.com.pe/64534-home_default/procesador-intel-core-i7-10700-bx8070110700-2-9ghz-16-0mb-lga-1200.jpg,PROCESADOR INTEL CORE I7 10700 BX8070110700 2.9GHZ 16 MB...,1239.0,322.57224681072637,https://www.infotec.com.pe/procesadores-intel/18158-procesador-intel-core-i7-10700-bx8070110700-2-9ghz-16-0mb-lga-1200-5032037188722.html,Disponible
https://www.infotec.com.pe/58084-home_default/laptop-hp-14-cf2542la-intel-celeron-n4020-8gb-256gb-ssd-14-hd-windows-11-4d8f1la.jpg,LAPTOP HP 14-CF2542LA INTEL CELERON N4020 8GB 256GB SSD...,1299.0,338.19317885967195,https://www.infotec.com.pe/laptop/21902-laptop-hp-14-cf2542la-intel-celeron-n4020-8gb-256gb-ssd-14-hd-windows-11-4d8f1la.html,Disponible
https://www.infotec.com.pe/66776-home_default/procesador-intel-core-i7-11700-25ghz-16mb-bx8070811700-lga-1200.jpg,PROCESADOR INTEL CORE I7-11700 2.5GHZ-16MB ( BX8070811700...,1410.0,367.0919031502213,https://www.infotec.com.pe/procesadores/19816-procesador-intel-core-i7-11700-25ghz-16mb-bx8070811700-lga-1200-5032037214940.html,Disponible
https://www.infotec.com.pe/65758-home_default/mini-pc-intel-nuc-11pro-i3-1115g4-bnuc11tnhi30001-1-slot-m2-2-slot-dimm-ddr4.jpg,MINI PC INTEL NUC 11PRO I3-1115G4 ( BNUC11TNHI30001 ) 1...,1459.0,379.84899765686015,https://www.infotec.com.pe/mini-pc/23152-mini-pc-intel-nuc-11pro-i3-1115g4-bnuc11tnhi30001-1-slot-m2-2-slot-dimm-ddr4-5032037204910.html,Disponible
https://www.infotec.com.pe/58854-home_default/procesador-intel-core-i7-12700f-210ghz-bx8071512700f.jpg,PROCESADOR INTEL CORE I7-12700F 2.10GHZ BX8071512700F,1460.0,380.1093465243426,https://www.infotec.com.pe/procesadores-intel/22037-procesador-intel-core-i7-12700f-210ghz-bx8071512700f-5032037237826.html,Disponible
https://www.infotec.com.pe/53805-home_default/procesador-intel-core-i5-12600k-370ghz.jpg,PROCESADOR INTEL CORE I5-12600K ( BX8071512600K ) 3.70GHZ,1568.0,408.22702421244463,https://www.infotec.com.pe/procesadores-intel/21095-procesador-intel-core-i5-12600k-370ghz-5032037234108.html,Disponible
https://www.infotec.com.pe/67283-home_default/procesador-intel-core-i5-13600k-350-ghz-24mb-cache-bx8071513600k-lga-1700.jpg,PROCESADOR INTEL CORE I5-13600K 3.50 GHZ 24MB CACHE (...,1588.0,413.43400156209316,https://www.infotec.com.pe/partes-de-pc/23386-procesador-intel-core-i5-13600k-350-ghz-24mb-cache-bx8071513600k-lga-1700-5032037258746.html,Disponible
https://www.infotec.com.pe/69793-home_default/computadora-create-intel-i3-10105-8gb-ssd-480gb-195-hd.jpg,COMPUTADORA CREATE INTEL I3 10105 8GB SSD 480GB 19.5 HD,1689.0,439.7292371778183,https://www.infotec.com.pe/hogar-oficina/18563-computadora-create-intel-i3-10105-8gb-ssd-480gb-195-hd.html,Disponible
https://www.infotec.com.pe/58850-home_default/procesador-intel-core-i7-12700-210ghz-bx8071512700.jpg,PROCESADOR INTEL CORE I7-12700 2.10GHZ BX8071512700,1742.0,453.52772715438687,https://www.infotec.com.pe/procesadores-intel/22036-procesador-intel-core-i7-12700-210ghz-bx8071512700-5032037237840.html,Disponible
https://www.infotec.com.pe/51355-home_default/mini-barebone-asrock-nuc-box-1115g4-intel-i3-2x260-pin-sodimm-ddr4-3200mhz.jpg,MINI BAREBONE ASROCK NUC BOX-1115G4 INTEL I3 2X260-PIN...,1769.0,460.5571465764124,https://www.infotec.com.pe/mini-pc/20527-mini-barebone-asrock-nuc-box-1115g4-intel-i3-2x260-pin-sodimm-ddr4-3200mhz-4710483933592.html,Disponible
https://www.infotec.com.pe/66750-home_default/laptop-dell-latitude-3420-i5-1135g7-4gb-1tb-14-hd-ubuntu-l342i5tgs41tub1wxcto.jpg,LAPTOP DELL LATITUDE 3420 I5-1135G7 4GB 1TB 14 HD UBUNTU...,1809.0,470.97110127570943,https://www.infotec.com.pe/linea-empresarial/23283-laptop-dell-latitude-3420-i5-1135g7-4gb-1tb-14-hd-ubuntu-l342i5tgs41tub1wxcto.html,Disponible
https://www.infotec.com.pe/70182-home_default/procesador-intel-core-i7-13700f-21ghz-30mb-bx8071513700f-lga-1700.jpg,PROCESADOR INTEL CORE I7-13700F 2.1GHZ-30MB (...,1809.0,470.97110127570943,https://www.infotec.com.pe/procesadores/23908-procesador-intel-core-i7-13700f-21ghz-30mb-bx8071513700f-lga-1700-5032037260237.html,Disponible
https://www.infotec.com.pe/67040-home_default/laptop-hp-14-dq2519la-i5-1135g7-8gb-256gb-ssd-14-hd-freedos-6k2c6la-abm-.jpg,LAPTOP HP 14-DQ2519LA I5-1135G7 8GB 256GB SSD 14 HD...,1849.0,481.3850559750065,https://www.infotec.com.pe/laptop/23344-laptop-hp-14-dq2519la-i5-1135g7-8gb-256gb-ssd-14-hd-freedos-6k2c6la-abm-.html,Disponible
https://www.infotec.com.pe/69933-home_default/laptop-acer-aspire3-a315-58-569t-i5-1135g7-8gb-256gb-ssd-156-fhd-windows-11.jpg,LAPTOP ACER ASPIRE3 A315-58-569T I5-1135G7 8GB 256GB SSD...,1869.0,486.592033324655,https://www.infotec.com.pe/laptop/23882-laptop-acer-aspire3-a315-58-569t-i5-1135g7-8gb-256gb-ssd-156-fhd-windows-11.html,Disponible
https://www.infotec.com.pe/56869-home_default/mainboard-gigabyte-z590-aorus-master-intel.jpg,MAINBOARD GIGABYTE Z590 AORUS MASTER INTEL,1879.0,489.1955219994793,https://www.infotec.com.pe/promocion-vsg/20662-mainboard-gigabyte-z590-aorus-master-intel-4719331814403.html,Disponible
https://www.infotec.com.pe/56586-home_default/procesador-intel-core-i7-11700kf-bx8070811700kf-36ghz-16mb-lga1200.jpg,PROCESADOR INTEL CORE I7-11700KF (BX8070811700KF) 3.6GHZ...,1916.0,498.82843009632904,https://www.infotec.com.pe/procesadores/20102-procesador-intel-core-i7-11700kf-bx8070811700kf-36ghz-16mb-lga1200.html,Disponible
https://www.infotec.com.pe/69939-home_default/laptop-acer-aspire-3-a315-58-51cg-i5-1135g7-8gb-512gb-ssd-156-fhd-windows-11.jpg,LAPTOP ACER ASPIRE 3 A315-58-51CG I5-1135G7 8GB 512GB SSD...,1929.0,502.2129653736006,https://www.infotec.com.pe/laptop/23883-laptop-acer-aspire-3-a315-58-51cg-i5-1135g7-8gb-512gb-ssd-156-fhd-windows-11.html,Disponible
https://www.infotec.com.pe/65326-home_default/laptop-hp-250-g8-i5-1135g7-8gb-256gb-ssd-156-hd-freedos-64x74lt.jpg,LAPTOP HP 250 G8 I5-1135G7 8GB 256GB SSD 15.6 HD FREEDOS...,1939.0,504.8164540484249,https://www.infotec.com.pe/laptop/22845-laptop-hp-250-g8-i5-1135g7-8gb-256gb-ssd-156-hd-freedos-64x74lt.html,Disponible
https://www.infotec.com.pe/67288-home_default/procesador-intel-core-i7-13700kf-340-ghz-30mb-cache-bx8071513700kf-lga-1700.jpg,PROCESADOR INTEL CORE I7-13700KF 3.40 GHZ 30MB CACHE (...,1963.0,511.0648268680031,https://www.infotec.com.pe/partes-de-pc/23387-procesador-intel-core-i7-13700kf-340-ghz-30mb-cache-bx8071513700kf-lga-1700-5032037258715.html,Disponible
https://www.infotec.com.pe/65163-home_default/computadora-cosmineitor-intel-core-i5-10400-8gb-480-gb-ssd-195-hd.jpg,COMPUTADORA COSMINEITOR INTEL CORE I5 10400 8GB 480 GB...,1979.0,515.2304087477219,https://www.infotec.com.pe/hogar-oficina/7408-computadora-cosmineitor-intel-core-i5-10400-8gb-480-gb-ssd-195-hd.html,Disponible
https://www.infotec.com.pe/65707-home_default/mini-pc-intel-nuc-11pro-i5-1135g7-bnuc11tnhi50001-1-slot-m2-2-slot-dimm-ddr4.jpg,MINI PC INTEL NUC 11PRO I5-1135G7 ( BNUC11TNHI50001 ) 1...,1979.0,515.2304087477219,https://www.infotec.com.pe/mini-pc/23111-mini-pc-intel-nuc-11pro-i5-1135g7-bnuc11tnhi50001-1-slot-m2-2-slot-dimm-ddr4-5032037205030.html,Disponible
https://www.infotec.com.pe/67060-home_default/laptop-lenovo-v15-gen2-itl-i5-1135g7-8gb-256gb-ssd-156-fhd-freedos-82kb00g5lm.jpg,LAPTOP LENOVO V15 GEN2 ITL I5-1135G7 8GB 256GB SSD 15.6...,1989.0,517.8338974225462,https://www.infotec.com.pe/laptop/21977-laptop-lenovo-v15-gen2-itl-i5-1135g7-8gb-256gb-ssd-156-fhd-freedos-82kb00g5lm.html,Disponible
https://www.infotec.com.pe/65576-home_default/laptop-asus-x515ea-br2452-i5-1135g7-8gb-512gb-ssd-156-hd-ips-freedos.jpg,LAPTOP ASUS X515EA-BR2452 I5-1135G7 8GB 512GB SSD 15.6 HD...,1999.0,520.4373860973704,https://www.infotec.com.pe/laptop/22858-laptop-asus-x515ea-br2452-i5-1135g7-8gb-512gb-ssd-156-hd-ips-freedos-4711081725688.html,Disponible
https://www.infotec.com.pe/68526-home_default/computadora-reyna-intel-i3-10100f-8gb-256gb-ssd-t-video-1050ti-4gb.jpg,COMPUTADORA REYNA INTEL I3 10100F 8GB 256GB SSD T. VIDEO...,1999.0,520.4373860973704,https://www.infotec.com.pe/pc-gamers/18609-computadora-reyna-intel-i3-10100f-8gb-256gb-ssd-t-video-1050ti-4gb.html,Disponible
https://www.infotec.com.pe/65175-home_default/computadora-airtec-intel-i5-11400-oem-8gb-ssd-480gb-195-hd.jpg,COMPUTADORA AIRTEC INTEL I5-11400 OEM 8GB SSD 480GB 19.5 HD,2009.0,523.0408747721947,https://www.infotec.com.pe/hogar-oficina/8234-computadora-airtec-intel-i5-11400-oem-8gb-ssd-480gb-195-hd.html,Disponible
https://www.infotec.com.pe/65425-home_default/laptop-lenovo-v14-iil-i5-1035g1-8gb-256gb-ssd-14-hd-freedos-82c400eflm.jpg,"LAPTOP LENOVO V14-IIL I5-1035G1 8GB 256GB SSD 14"" HD...",2019.0,525.644363447019,https://www.infotec.com.pe/infotec-recomienda/19116-laptop-lenovo-v14-iil-i5-1035g1-8gb-256gb-ssd-14-hd-freedos-82c400eflm.html,Disponible
https://www.infotec.com.pe/53795-home_default/procesador-intel-core-i7-12700k-360ghz-bx8071512700k.jpg,PROCESADOR INTEL CORE I7-12700K 3.60GHZ BX8071512700K,2089.0,543.8687841707888,https://www.infotec.com.pe/procesadores-intel/21096-procesador-intel-core-i7-12700k-360ghz-bx8071512700k-5032037233989.html,Consultar
